0.0.0.0,0.0.0.0,253,,,,,0.0,0.0,0,,"This host on this network [RFC1122], Section 3.2.1.3",,,0
0.0.0.1,0.255.255.255,253,,,,,0.0,0.0,0,,"This network [RFC791], Section 3.2",,,0
